loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L001561,C001635,2022-05-01,Mortgage,315975.42,300,4.881,1825.4,Home purchase
L001562,C001297,2023-04-01,Personal loan,21600.8,36,11.78,715.19,Education
L001563,C001601,2022-01-01,Personal loan,53946.73,60,5.918,1040.89,Major purchase
L001564,C000236,2022-03-01,Personal loan,27693.98,48,4.889,636.38,Debt consolidation
L001565,C001542,2022-02-01,Credit card,15527.08,60,15.185,465.81,Revolving credit
L001566,C000873,2021-07-01,Mortgage,154901.23,240,5.746,1087.14,Home purchase
L001567,C001229,2021-12-01,Credit card,10606.62,60,19.519,318.2,Revolving credit
L001568,C000301,2021-11-01,Personal loan,50987.13,72,12.253,1003.52,Education
L001569,C002013,2022-11-01,Credit card,2086.1,60,15.59,62.58,Revolving credit
L001570,C000552,2023-06-01,Personal loan,40573.88,48,7.873,988.11,Debt consolidation
L001571,C000988,2023-05-01,Credit card,2573.18,60,23.728,77.2,Revolving credit
L001572,C000277,2022-12-01,Personal loan,10809.41,60,11.05,235.29,Home improvement
L001573,C001898,2022-02-01,Personal loan,5900.45,60,9.031,122.57,Education
L001574,C001759,2023-07-01,Credit card,13715.82,60,19.467,411.47,Revolving credit
L001575,C000852,2022-03-01,Personal loan,21949.92,60,8.102,446.14,Home improvement
L001576,C000135,2023-01-01,Credit card,18147.22,60,15.965,544.42,Revolving credit
L001577,C001799,2022-05-01,Credit card,6311.34,60,17.651,189.34,Revolving credit
L001578,C001711,2022-07-01,Credit card,21770.38,60,16.185,653.11,Revolving credit
L001579,C001497,2019-06-01,Mortgage,111983.52,240,4.719,721.76,Home purchase
L001580,C000563,2020-07-01,Mortgage,369072.31,240,3.625,2164.34,Home purchase
L001581,C001463,2023-04-01,Personal loan,40933.0,24,13.165,1949.19,Major purchase
L001582,C000752,2022-09-01,Credit card,2696.58,60,15.872,80.9,Revolving credit
L001583,C000647,2023-10-01,Personal loan,12088.63,36,13.15,408.19,Home improvement
L001584,C002018,2021-07-01,Credit card,9132.0,60,20.696,273.96,Revolving credit
L001585,C000376,2021-10-01,Personal loan,8072.35,60,15.185,192.82,Home improvement
L001586,C000916,2020-09-01,Mortgage,416722.97,180,3.801,3041.04,Home purchase
L001587,C000273,2021-10-01,Credit card,9643.86,60,23.261,289.32,Revolving credit
L001588,C001940,2023-09-01,Auto loan,26049.74,48,3.251,579.49,Vehicle purchase
L001589,C000502,2022-04-01,Personal loan,49471.64,48,6.477,1172.7,Major purchase
L001590,C001320,2022-03-01,Credit card,10569.19,60,22.185,317.08,Revolving credit
L001591,C002011,2022-01-01,Credit card,13436.1,60,15.484,403.08,Revolving credit
L001592,C000068,2021-08-01,Auto loan,17634.21,60,9.805,372.99,Vehicle purchase
L001593,C001668,2022-12-01,Personal loan,32654.24,60,10.457,701.17,Home improvement
L001594,C001834,2021-10-01,Auto loan,61013.28,72,9.44,1113.18,Vehicle purchase
L001595,C001736,2021-08-01,Credit card,4480.4,60,21.169,134.41,Revolving credit
L001596,C000656,2022-04-01,Credit card,18215.35,60,20.402,546.46,Revolving credit
L001597,C000453,2022-03-01,Auto loan,29599.15,60,9.705,624.61,Vehicle purchase
L001598,C000045,2022-03-01,Personal loan,14716.43,60,11.765,325.61,Home improvement
L001599,C001923,2022-09-01,Personal loan,16567.9,36,6.297,506.26,Debt consolidation
L001600,C001101,2021-11-01,Credit card,3870.49,60,20.849,116.11,Revolving credit
L001601,C000363,2022-01-01,Credit card,16570.92,60,22.248,497.13,Revolving credit
L001602,C000655,2022-08-01,Personal loan,7875.63,36,7.251,244.08,Debt consolidation
L001603,C002006,2023-03-01,Credit card,18981.36,60,17.245,569.44,Revolving credit
L001604,C000281,2023-06-01,Personal loan,52270.49,36,4.596,1557.13,Debt consolidation
L001605,C001303,2023-02-01,Personal loan,28522.04,60,13.184,651.65,Home improvement
L001606,C001396,2021-11-01,Mortgage,287141.29,180,4.927,2259.78,Home purchase
L001607,C000180,2023-03-01,Auto loan,37576.28,60,9.253,784.64,Vehicle purchase
L001608,C000919,2018-10-01,Mortgage,389931.34,300,4.755,2224.29,Home purchase
L001609,C000915,2023-05-01,Personal loan,50930.18,48,6.745,1213.57,Debt consolidation
L001610,C001179,2022-08-01,Credit card,3789.33,60,16.893,113.68,Revolving credit
L001611,C001547,2022-01-01,Credit card,17818.75,60,19.752,534.56,Revolving credit
L001612,C001005,2021-04-01,Mortgage,203125.99,240,2.202,1047.09,Home purchase
L001613,C000544,2022-04-01,Auto loan,13378.84,60,5.283,254.21,Vehicle purchase
L001614,C001799,2023-01-01,Personal loan,18326.64,60,11.773,405.57,Major purchase
L001615,C000442,2023-02-01,Credit card,9935.84,60,15.133,298.08,Revolving credit
L001616,C001162,2023-08-01,Personal loan,18868.4,60,8.285,385.16,Home improvement
L001617,C001614,2023-10-01,Personal loan,19536.1,24,10.611,907.01,Home improvement
L001618,C000402,2022-06-01,Personal loan,25717.04,60,15.191,614.39,Debt consolidation
L001619,C000543,2023-02-01,Auto loan,61813.85,60,10.49,1328.32,Vehicle purchase
L001620,C000402,2023-06-01,Personal loan,27689.95,36,15.501,966.69,Major purchase
L001621,C000887,2023-03-01,Auto loan,11612.74,60,9.448,243.59,Vehicle purchase
L001622,C002006,2023-10-01,Mortgage,163164.58,300,2.437,726.83,Home purchase
L001623,C001498,2021-09-01,Credit card,22434.69,60,22.675,673.04,Revolving credit
L001624,C001514,2018-06-01,Mortgage,331359.72,240,3.187,1868.83,Home purchase
L001625,C000383,2022-03-01,Credit card,22062.35,60,21.609,661.87,Revolving credit
L001626,C000553,2022-04-01,Auto loan,9109.7,48,4.663,208.4,Vehicle purchase
L001627,C001859,2023-02-01,Auto loan,49738.63,60,7.766,1002.95,Vehicle purchase
L001628,C000803,2023-09-01,Auto loan,60470.71,72,3.433,930.54,Vehicle purchase
L001629,C000922,2022-07-01,Personal loan,13021.2,36,11.646,430.29,Home improvement
L001630,C000117,2022-01-01,Mortgage,133620.2,180,5.443,1087.74,Home purchase
L001631,C000320,2023-05-01,Personal loan,18770.98,36,15.673,656.91,Major purchase
L001632,C001475,2022-11-01,Personal loan,4940.48,48,10.878,127.4,Major purchase
L001633,C001462,2022-05-01,Personal loan,24095.88,60,4.665,451.03,Home improvement
L001634,C000243,2022-07-01,Personal loan,47995.35,36,8.59,1517.09,Debt consolidation
L001635,C000980,2022-02-01,Credit card,22488.05,60,17.913,674.64,Revolving credit
L001636,C001104,2023-09-01,Auto loan,28403.42,36,6.035,864.54,Vehicle purchase
L001637,C001944,2018-04-01,Mortgage,202316.06,180,2.357,1335.48,Home purchase
L001638,C001487,2022-01-01,Personal loan,43681.11,60,10.573,940.45,Education
L001639,C001153,2022-01-01,Auto loan,51480.48,48,9.163,1285.08,Vehicle purchase
L001640,C000378,2022-12-01,Personal loan,21402.83,60,13.94,497.34,Home improvement
L001641,C001974,2022-04-01,Credit card,12846.24,60,19.842,385.39,Revolving credit
L001642,C000700,2023-06-01,Auto loan,28081.15,60,5.103,531.26,Vehicle purchase
L001643,C000940,2022-02-01,Credit card,15582.48,60,23.247,467.47,Revolving credit
L001644,C001990,2020-02-01,Mortgage,167187.26,180,1.986,1074.75,Home purchase
L001645,C001518,2022-12-01,Personal loan,7780.07,60,11.542,171.27,Education
L001646,C001070,2022-09-01,Personal loan,36244.88,60,13.31,830.44,Major purchase
L001647,C001443,2020-05-01,Mortgage,304590.08,300,3.509,1526.26,Home purchase
L001648,C001979,2023-09-01,Personal loan,21170.94,36,5.912,643.22,Debt consolidation
L001649,C001956,2022-12-01,Personal loan,29786.83,48,9.838,753.16,Major purchase
L001650,C001972,2022-09-01,Mortgage,342962.6,180,4.837,2683.18,Home purchase
L001651,C000444,2023-05-01,Personal loan,52617.84,60,6.625,1032.61,Education
L001652,C001902,2023-06-01,Personal loan,14250.81,60,4.239,263.99,Home improvement
L001653,C000303,2022-11-01,Auto loan,38653.1,60,6.502,756.34,Vehicle purchase
L001654,C000313,2023-09-01,Personal loan,35822.82,24,7.679,1614.93,Debt consolidation
L001655,C001184,2022-10-01,Personal loan,5981.82,48,7.872,145.67,Education
L001656,C001091,2023-03-01,Personal loan,52934.66,48,13.823,1441.83,Major purchase
L001657,C001084,2022-08-01,Credit card,12095.16,60,13.151,362.85,Revolving credit
L001658,C000433,2022-01-01,Mortgage,355637.14,300,3.59,1797.56,Home purchase
L001659,C001893,2022-10-01,Personal loan,29708.97,36,11.431,978.7,Major purchase
L001660,C000014,2022-08-01,Credit card,9452.11,60,15.278,283.56,Revolving credit
L001661,C000614,2023-04-01,Auto loan,16017.65,36,8.326,504.35,Vehicle purchase
L001662,C000280,2023-07-01,Auto loan,39013.49,60,8.502,800.46,Vehicle purchase
L001663,C001954,2022-03-01,Auto loan,11102.3,72,5.256,180.12,Vehicle purchase
L001664,C000460,2022-04-01,Credit card,7660.41,60,14.04,229.81,Revolving credit
L001665,C000598,2022-12-01,Personal loan,49708.63,48,14.238,1364.3,Home improvement
L001666,C001339,2023-08-01,Personal loan,11166.54,36,12.718,374.73,Education
L001667,C000207,2023-05-01,Personal loan,27263.47,48,13.878,743.35,Debt consolidation
L001668,C001897,2023-07-01,Credit card,8324.62,60,17.546,249.74,Revolving credit
L001669,C000534,2022-08-01,Personal loan,8505.07,48,9.305,212.88,Major purchase
L001670,C002004,2023-09-01,Credit card,12977.96,60,14.726,389.34,Revolving credit
L001671,C001840,2023-05-01,Auto loan,32160.66,60,3.431,584.07,Vehicle purchase
L001672,C001220,2022-02-01,Auto loan,40553.79,72,10.408,759.67,Vehicle purchase
L001673,C000484,2023-05-01,Personal loan,45391.58,60,5.313,863.12,Home improvement
L001674,C000881,2022-12-01,Personal loan,43715.48,36,9.528,1400.9,Debt consolidation
L001675,C001250,2023-01-01,Auto loan,49833.53,48,6.327,1177.83,Vehicle purchase
L001676,C000958,2022-04-01,Credit card,9179.88,60,22.203,275.4,Revolving credit
L001677,C001003,2022-06-01,Personal loan,23155.06,48,5.911,542.85,Home improvement
L001678,C001984,2023-10-01,Auto loan,25073.1,72,4.286,395.55,Vehicle purchase
L001679,C001625,2023-10-01,Personal loan,34797.48,72,11.929,679.02,Debt consolidation
L001680,C000443,2022-11-01,Credit card,20430.03,60,14.915,612.9,Revolving credit
L001681,C001896,2023-02-01,Mortgage,393822.49,240,4.107,2408.84,Home purchase
L001682,C000093,2021-10-01,Credit card,11661.77,60,20.963,349.85,Revolving credit
L001683,C000158,2022-02-01,Auto loan,40990.75,60,3.653,748.51,Vehicle purchase
L001684,C000058,2022-02-01,Auto loan,26802.6,60,4.266,496.84,Vehicle purchase
L001685,C000928,2023-09-01,Auto loan,14324.27,48,3.778,322.01,Vehicle purchase
L001686,C001949,2021-11-01,Mortgage,184804.4,240,5.707,1292.96,Home purchase
L001687,C001542,2023-01-01,Auto loan,51442.43,60,9.687,1085.09,Vehicle purchase
L001688,C001692,2022-05-01,Credit card,17590.91,60,14.032,527.73,Revolving credit
L001689,C001944,2022-06-01,Personal loan,31997.6,48,9.765,807.94,Debt consolidation
L001690,C001367,2022-05-01,Auto loan,33287.17,60,10.081,708.58,Vehicle purchase
L001691,C001146,2023-07-01,Personal loan,4109.12,36,11.507,135.52,Debt consolidation
L001692,C000129,2023-06-01,Auto loan,32329.83,60,5.976,624.67,Vehicle purchase
L001693,C000989,2022-06-01,Mortgage,332569.06,180,4.784,2592.71,Home purchase
L001694,C000751,2018-08-01,Mortgage,215000.56,240,3.618,1259.96,Home purchase
L001695,C001276,2023-09-01,Credit card,17826.64,60,18.08,534.8,Revolving credit
L001696,C000974,2023-01-01,Auto loan,28336.49,48,4.237,642.82,Vehicle purchase
L001697,C000903,2022-08-01,Credit card,21489.92,60,17.922,644.7,Revolving credit
L001698,C000344,2021-12-01,Mortgage,392044.3,300,2.914,1841.72,Home purchase
L001699,C001739,2022-09-01,Auto loan,19552.68,60,9.446,410.13,Vehicle purchase
L001700,C001949,2022-07-01,Credit card,5369.74,60,20.419,161.09,Revolving credit
L001701,C000561,2021-08-01,Personal loan,33675.99,60,12.834,763.37,Debt consolidation
L001702,C001622,2023-08-01,Credit card,14438.22,60,15.638,433.15,Revolving credit
L001703,C000344,2023-10-01,Personal loan,22839.08,60,10.395,489.71,Debt consolidation
L001704,C001611,2022-09-01,Auto loan,43785.38,36,4.992,1312.14,Vehicle purchase
L001705,C001333,2020-01-01,Mortgage,141999.56,240,3.51,824.28,Home purchase
L001706,C001794,2023-01-01,Personal loan,37848.28,48,12.043,997.49,Education
L001707,C001192,2021-09-01,Personal loan,49209.36,60,13.698,1137.32,Major purchase
L001708,C000822,2023-03-01,Auto loan,55939.51,48,8.932,1390.26,Vehicle purchase
L001709,C001898,2023-09-01,Auto loan,52122.5,60,3.607,950.7,Vehicle purchase
L001710,C000183,2019-12-01,Mortgage,282063.19,240,1.877,1410.55,Home purchase
L001711,C001679,2023-06-01,Credit card,20909.31,60,20.882,627.28,Revolving credit
L001712,C000740,2022-04-01,Auto loan,9742.01,60,5.098,184.28,Vehicle purchase
L001713,C001589,2023-02-01,Personal loan,3277.98,24,11.789,153.98,Home improvement
L001714,C000595,2022-04-01,Credit card,14460.47,60,18.268,433.81,Revolving credit
L001715,C000527,2022-11-01,Personal loan,20288.54,36,10.192,656.48,Home improvement
L001716,C001309,2023-08-01,Auto loan,15685.45,48,7.559,379.69,Vehicle purchase
L001717,C000440,2022-12-01,Mortgage,415785.98,240,3.546,2421.22,Home purchase
L001718,C001187,2021-12-01,Credit card,4545.86,60,16.218,136.38,Revolving credit
L001719,C002015,2022-06-01,Credit card,10137.67,60,13.558,304.13,Revolving credit
L001720,C001383,2022-12-01,Personal loan,14153.9,36,6.0,430.59,Home improvement
L001721,C000800,2023-10-01,Personal loan,15182.22,48,6.216,358.06,Home improvement
L001722,C001807,2021-12-01,Personal loan,18679.17,60,9.049,388.19,Debt consolidation
L001723,C002001,2022-12-01,Personal loan,53990.52,60,5.248,1025.0,Home improvement
L001724,C001440,2022-10-01,Personal loan,43015.43,48,6.454,1019.2,Major purchase
L001725,C001713,2023-03-01,Credit card,22234.62,60,20.363,667.04,Revolving credit
L001726,C000678,2021-10-01,Personal loan,15394.43,60,13.863,357.11,Education
L001727,C000555,2022-08-01,Credit card,17948.85,60,23.608,538.47,Revolving credit
L001728,C000175,2021-05-01,Mortgage,360847.92,240,5.268,2435.19,Home purchase
L001729,C001049,2023-02-01,Personal loan,7937.86,60,14.573,187.07,Major purchase
L001730,C000226,2021-03-01,Mortgage,165796.63,300,2.901,777.75,Home purchase
L001731,C000465,2023-04-01,Mortgage,252829.25,240,5.484,1736.86,Home purchase
L001732,C001785,2021-04-01,Auto loan,14111.53,72,10.004,261.46,Vehicle purchase
L001733,C001913,2021-07-01,Credit card,13263.82,60,15.972,397.91,Revolving credit
L001734,C001457,2023-01-01,Credit card,14781.45,60,13.472,443.44,Revolving credit
L001735,C000222,2021-06-01,Mortgage,286394.48,300,2.508,1285.92,Home purchase
L001736,C000837,2019-08-01,Mortgage,342625.59,240,5.649,2385.73,Home purchase
L001737,C000073,2023-03-01,Personal loan,12738.8,48,13.561,345.31,Home improvement
L001738,C001668,2023-04-01,Credit card,4094.14,60,21.695,122.82,Revolving credit
L001739,C001791,2023-08-01,Personal loan,40023.87,60,10.723,864.69,Major purchase
L001740,C001233,2021-09-01,Auto loan,19918.42,72,7.162,341.14,Vehicle purchase
L001741,C000804,2023-03-01,Personal loan,35813.12,48,4.805,821.6,Home improvement
L001742,C001486,2022-12-01,Personal loan,51347.5,36,15.62,1795.62,Home improvement
L001743,C001848,2023-03-01,Personal loan,24031.57,36,14.437,826.45,Major purchase
L001744,C000257,2022-10-01,Personal loan,35566.43,36,10.048,1148.44,Major purchase
L001745,C001206,2023-09-01,Auto loan,59976.47,60,4.497,1118.06,Vehicle purchase
L001746,C000547,2023-10-01,Personal loan,20713.94,36,9.666,665.13,Debt consolidation
L001747,C000922,2022-10-01,Personal loan,38746.24,60,12.573,873.16,Home improvement
L001748,C001307,2023-09-01,Personal loan,23612.53,36,5.084,708.58,Debt consolidation
L001749,C000668,2022-08-01,Auto loan,57923.23,48,6.934,1385.27,Vehicle purchase
L001750,C000799,2019-10-01,Mortgage,308112.81,240,2.146,1580.02,Home purchase
L001751,C002005,2022-08-01,Credit card,2031.77,60,14.452,60.95,Revolving credit
L001752,C001380,2023-10-01,Personal loan,29300.14,60,15.198,700.1,Home improvement
L001753,C001721,2020-07-01,Mortgage,409291.51,240,5.606,2840.0,Home purchase
L001754,C001246,2022-03-01,Credit card,13246.46,60,20.445,397.39,Revolving credit
L001755,C001650,2022-07-01,Credit card,2563.94,60,20.31,76.92,Revolving credit
L001756,C001343,2022-12-01,Credit card,17260.33,60,16.906,517.81,Revolving credit
L001757,C000615,2022-09-01,Personal loan,53880.16,48,7.052,1291.54,Home improvement
L001758,C000013,2021-11-01,Credit card,20442.62,60,16.093,613.28,Revolving credit
L001759,C001038,2022-05-01,Credit card,11426.35,60,14.796,342.79,Revolving credit
L001760,C000288,2022-01-01,Personal loan,10513.38,48,13.116,282.65,Major purchase
L001761,C000981,2022-03-01,Credit card,20434.69,60,19.484,613.04,Revolving credit
L001762,C000832,2023-04-01,Personal loan,13175.96,36,9.264,420.61,Debt consolidation
L001763,C000613,2022-05-01,Personal loan,9383.54,48,10.576,240.59,Major purchase
L001764,C000966,2022-02-01,Credit card,23448.2,60,15.154,703.45,Revolving credit
L001765,C001048,2021-08-01,Mortgage,288969.28,180,2.588,1938.79,Home purchase
L001766,C000632,2023-08-01,Credit card,15885.91,60,14.61,476.58,Revolving credit
L001767,C001820,2021-12-01,Auto loan,37529.73,60,6.435,733.17,Vehicle purchase
L001768,C001763,2023-03-01,Credit card,19321.1,60,22.7,579.63,Revolving credit
L001769,C001739,2023-06-01,Personal loan,16326.98,48,4.653,373.44,Home improvement
L001770,C001435,2022-09-01,Personal loan,30900.39,60,5.31,587.53,Debt consolidation
L001771,C001640,2023-04-01,Personal loan,21945.14,48,7.12,526.73,Debt consolidation
L001772,C001323,2023-03-01,Personal loan,27183.88,48,11.987,715.69,Home improvement
L001773,C000034,2022-01-01,Personal loan,35339.62,48,10.029,896.8,Debt consolidation
L001774,C001283,2023-10-01,Auto loan,58278.15,36,5.151,1750.61,Vehicle purchase
L001775,C001998,2021-09-01,Credit card,6964.96,60,15.773,208.95,Revolving credit
L001776,C001997,2022-08-01,Credit card,22197.1,60,19.399,665.91,Revolving credit
L001777,C001552,2022-07-01,Auto loan,13482.4,72,10.021,249.91,Vehicle purchase
L001778,C001951,2021-07-01,Auto loan,51661.43,72,7.664,897.34,Vehicle purchase
L001779,C001308,2023-10-01,Personal loan,21633.95,60,8.453,443.36,Debt consolidation
L001780,C000224,2022-11-01,Personal loan,34816.98,60,11.29,762.05,Home improvement
L001781,C000643,2019-03-01,Mortgage,376654.76,240,3.224,2131.35,Home purchase
L001782,C001267,2022-02-01,Personal loan,7363.9,60,13.129,168.04,Debt consolidation
L001783,C000213,2022-07-01,Personal loan,7115.09,48,7.86,173.23,Education
L001784,C001767,2023-06-01,Auto loan,20059.42,72,7.951,351.22,Vehicle purchase
L001785,C000464,2022-08-01,Personal loan,46027.0,72,12.105,902.34,Debt consolidation
L001786,C001806,2019-08-01,Mortgage,356738.89,240,4.831,2321.11,Home purchase
