loan_id,snapshot_month,actual_synthetic_target,predicted_probability,risk_tier,data_split
L001383,2024-08-01,0,0.02459592,Low,train
L001384,2024-08-01,0,0.02317645,Low,train
L001385,2024-08-01,0,0.10426016,Critical,train
L001386,2024-08-01,0,0.02945502,Low,train
L001387,2024-08-01,0,0.04080859,Monitor,train
L001388,2024-08-01,0,0.02951575,Low,train
L001389,2024-08-01,0,0.03330176,Low,train
L001390,2024-08-01,0,0.03985025,Monitor,train
L001391,2024-08-01,0,0.03685656,Monitor,train
L001392,2024-08-01,0,0.02807007,Low,train
L001393,2024-08-01,0,0.03468938,Monitor,train
L001394,2024-08-01,0,0.03628053,Monitor,train
L001395,2024-08-01,0,0.02923053,Low,train
L001396,2024-08-01,0,0.0359144,Monitor,train
L001397,2024-08-01,0,0.02714354,Low,train
L001398,2024-08-01,0,0.02889293,Low,train
L001399,2024-08-01,0,0.03852126,Monitor,train
L001400,2024-08-01,0,0.03468318,Monitor,train
L001401,2024-08-01,0,0.02255506,Low,train
L001402,2024-08-01,0,0.0294964,Low,train
L001403,2024-08-01,0,0.03966746,Monitor,train
L001404,2024-08-01,0,0.03774861,Monitor,train
L001405,2024-08-01,1,0.04437423,Monitor,train
L001406,2024-08-01,0,0.03490467,Monitor,train
L001407,2024-08-01,0,0.03585344,Monitor,train
L001408,2024-08-01,0,0.03114552,Low,train
L001409,2024-08-01,0,0.04232809,Monitor,train
L001410,2024-08-01,0,0.02522828,Low,train
L001411,2024-08-01,0,0.03437664,Low,train
L001412,2024-08-01,0,0.04034366,Monitor,train
L001413,2024-08-01,0,0.0420291,Monitor,train
L001414,2024-08-01,0,0.03252667,Low,train
L001415,2024-08-01,1,0.03464326,Monitor,train
L001416,2024-08-01,0,0.02939078,Low,train
L001417,2024-08-01,0,0.03704422,Monitor,train
L001418,2024-08-01,1,0.03293462,Low,train
L001419,2024-08-01,0,0.05155138,High,train
L001420,2024-08-01,0,0.05428854,High,train
L001421,2024-08-01,0,0.04723601,High,train
L001422,2024-08-01,0,0.04729705,High,train
L001423,2024-08-01,0,0.02758441,Low,train
L001424,2024-08-01,0,0.04261239,Monitor,train
L001425,2024-08-01,1,0.07956413,High,train
L001426,2024-08-01,0,0.02902413,Low,train
L001427,2024-08-01,0,0.03653461,Monitor,train
L001428,2024-08-01,0,0.02696212,Low,train
L001429,2024-08-01,0,0.04490678,Monitor,train
L001430,2024-08-01,0,0.04740778,High,train
L001431,2024-08-01,0,0.08152902,High,train
L001432,2024-08-01,0,0.03409719,Low,train
L001433,2024-08-01,0,0.05390707,High,train
L001434,2024-08-01,0,0.03523538,Monitor,train
L001435,2024-08-01,1,0.72331471,Critical,train
L001436,2024-08-01,0,0.03733995,Monitor,train
L001437,2024-08-01,0,0.12941167,Critical,train
L001438,2024-08-01,0,0.03329716,Low,train
L001439,2024-08-01,0,0.02421701,Low,train
L001440,2024-08-01,0,0.15560497,Critical,train
L001441,2024-08-01,0,0.09072452,High,train
L001442,2024-08-01,0,0.0319195,Low,train
L001443,2024-08-01,0,0.0295335,Low,train
L001444,2024-08-01,0,0.03356241,Low,train
L001445,2024-08-01,0,0.02520601,Low,train
L001446,2024-08-01,1,0.03356876,Low,train
L001447,2024-08-01,0,0.05458225,High,train
L001448,2024-08-01,0,0.05687423,High,train
L001449,2024-08-01,0,0.02975944,Low,train
L001450,2024-08-01,0,0.03305626,Low,train
L001451,2024-08-01,0,0.05297304,High,train
L001452,2024-08-01,0,0.04180461,Monitor,train
L001453,2024-08-01,0,0.02480402,Low,train
L001454,2024-08-01,1,0.08529461,High,train
L001455,2024-08-01,0,0.04145149,Monitor,train
L001456,2024-08-01,0,0.0394659,Monitor,train
L001457,2024-08-01,0,0.02954141,Low,train
L001458,2024-08-01,0,0.03543104,Monitor,train
L001459,2024-08-01,0,0.04452956,Monitor,train
L001460,2024-08-01,0,0.03271669,Low,train
L001461,2024-08-01,0,0.0242482,Low,train
L001462,2024-08-01,0,0.05487255,High,train
L001463,2024-08-01,0,0.03732385,Monitor,train
L001464,2024-08-01,0,0.04730223,High,train
L001465,2024-08-01,0,0.12186422,Critical,train
L001466,2024-08-01,0,0.02691558,Low,train
L001467,2024-08-01,0,0.02792056,Low,train
L001468,2024-08-01,0,0.02677936,Low,train
L001469,2024-08-01,0,0.59702042,Critical,train
L001470,2024-08-01,0,0.03260042,Low,train
L001471,2024-08-01,0,0.03360534,Low,train
L001472,2024-08-01,0,0.03795016,Monitor,train
L001473,2024-08-01,0,0.04533389,Monitor,train
L001474,2024-08-01,0,0.04996102,High,train
L001475,2024-08-01,0,0.033846,Low,train
L001476,2024-08-01,0,0.04175022,Monitor,train
L001477,2024-08-01,0,0.03321162,Low,train
L001478,2024-08-01,0,0.02276207,Low,train
L001479,2024-08-01,0,0.03525764,Monitor,train
L001480,2024-08-01,1,0.07074709,High,train
L001481,2024-08-01,0,0.02077873,Low,train
L001482,2024-08-01,0,0.03190967,Low,train
L001483,2024-08-01,0,0.0236673,Low,train
L001484,2024-08-01,0,0.02550242,Low,train
L001485,2024-08-01,0,0.04140441,Monitor,train
L001486,2024-08-01,0,0.03301852,Low,train
L001487,2024-08-01,0,0.0335062,Low,train
L001488,2024-08-01,0,0.0458911,High,train
L001489,2024-08-01,0,0.03360088,Low,train
L001490,2024-08-01,0,0.03094489,Low,train
L001491,2024-08-01,0,0.02957222,Low,train
L001492,2024-08-01,0,0.05438163,High,train
L001493,2024-08-01,0,0.02637858,Low,train
L001494,2024-08-01,0,0.02192215,Low,train
L001495,2024-08-01,0,0.03183786,Low,train
L001496,2024-08-01,0,0.18120042,Critical,train
L001497,2024-08-01,0,0.03769613,Monitor,train
L001498,2024-08-01,0,0.03984283,Monitor,train
L001499,2024-08-01,0,0.02282341,Low,train
L001500,2024-08-01,0,0.06600592,High,train
L001501,2024-08-01,0,0.02685533,Low,train
L001502,2024-08-01,0,0.03839109,Monitor,train
L001503,2024-08-01,0,0.03583298,Monitor,train
L001504,2024-08-01,0,0.033063,Low,train
L001505,2024-08-01,0,0.02631137,Low,train
L001506,2024-08-01,0,0.0324788,Low,train
L001507,2024-08-01,0,0.03252259,Low,train
L001508,2024-08-01,0,0.02782761,Low,train
L001509,2024-08-01,0,0.05352323,High,train
L001510,2024-08-01,0,0.03647178,Monitor,train
L001511,2024-08-01,0,0.0368555,Monitor,train
L001512,2024-08-01,0,0.0410594,Monitor,train
L001513,2024-08-01,0,0.05843983,High,train
L001514,2024-08-01,0,0.03086157,Low,train
L001515,2024-08-01,0,0.04238934,Monitor,train
L001516,2024-08-01,0,0.06867017,High,train
L001517,2024-08-01,0,0.04205351,Monitor,train
L001518,2024-08-01,0,0.02309096,Low,train
L001519,2024-08-01,0,0.0310128,Low,train
L001520,2024-08-01,0,0.23096693,Critical,train
L001521,2024-08-01,1,0.86409935,Critical,train
L001522,2024-08-01,0,0.02679148,Low,train
L001523,2024-08-01,0,0.02670026,Low,train
L001524,2024-08-01,0,0.0350028,Monitor,train
L001525,2024-08-01,0,0.07436585,High,train
L001526,2024-08-01,0,0.36166213,Critical,train
L001527,2024-08-01,0,0.03362934,Low,train
L001528,2024-08-01,0,0.04742098,High,train
L001529,2024-08-01,0,0.03757166,Monitor,train
L001530,2024-08-01,0,0.03492027,Monitor,train
L001531,2024-08-01,0,0.04327695,Monitor,train
L001532,2024-08-01,0,0.02955691,Low,train
L001533,2024-08-01,0,0.03216558,Low,train
L001534,2024-08-01,0,0.03836711,Monitor,train
L001535,2024-08-01,0,0.03261665,Low,train
L001536,2024-08-01,0,0.0647338,High,train
L001537,2024-08-01,0,0.04054557,Monitor,train
L001538,2024-08-01,0,0.04820104,High,train
L001539,2024-08-01,0,0.02138594,Low,train
L001540,2024-08-01,0,0.05614411,High,train
L001541,2024-08-01,0,0.03212526,Low,train
L001542,2024-08-01,0,0.02516259,Low,train
L001543,2024-08-01,0,0.02305764,Low,train
L001544,2024-08-01,0,0.02402753,Low,train
L001545,2024-08-01,0,0.04548315,Monitor,train
L001546,2024-08-01,0,0.37083355,Critical,train
L001547,2024-08-01,0,0.03236798,Low,train
L001548,2024-08-01,0,0.03053847,Low,train
L001549,2024-08-01,0,0.02375593,Low,train
L001550,2024-08-01,0,0.03152895,Low,train
L001551,2024-08-01,0,0.05165301,High,train
L001552,2024-08-01,0,0.04351387,Monitor,train
L001553,2024-08-01,0,0.03196844,Low,train
L001554,2024-08-01,0,0.03107125,Low,train
L001555,2024-08-01,0,0.08343026,High,train
L001556,2024-08-01,0,0.04103646,Monitor,train
L001557,2024-08-01,0,0.05441177,High,train
L001558,2024-08-01,0,0.05505852,High,train
L001559,2024-08-01,0,0.04174589,Monitor,train
L001560,2024-08-01,0,0.03777929,Monitor,train
L001561,2024-08-01,0,0.05583271,High,train
L001562,2024-08-01,0,0.03034085,Low,train
L001563,2024-08-01,0,0.02854613,Low,train
L001564,2024-08-01,0,0.0406708,Monitor,train
L001565,2024-08-01,0,0.2859589,Critical,train
L001566,2024-08-01,0,0.0615298,High,train
L001567,2024-08-01,0,0.06136937,High,train
L001568,2024-08-01,0,0.07559391,High,train
L001569,2024-08-01,0,0.04368634,Monitor,train
L001570,2024-08-01,1,0.44511617,Critical,train
L001571,2024-08-01,0,0.02551836,Low,train
L001572,2024-08-01,0,0.02969301,Low,train
L001573,2024-08-01,0,0.02560405,Low,train
L001574,2024-08-01,0,0.02943297,Low,train
L001575,2024-08-01,0,0.02996177,Low,train
L001576,2024-08-01,0,0.02940014,Low,train
L001577,2024-08-01,0,0.09991542,Critical,train
L001578,2024-08-01,0,0.04164939,Monitor,train
L001579,2024-08-01,0,0.03478719,Monitor,train
L001580,2024-08-01,0,0.05630835,High,train
L001581,2024-08-01,0,0.03622702,Monitor,train
L001582,2024-08-01,0,0.0436366,Monitor,train
L001583,2024-08-01,0,0.04218299,Monitor,train
L001584,2024-08-01,0,0.04288908,Monitor,train
L001585,2024-08-01,0,0.04487271,Monitor,train
L001586,2024-08-01,0,0.09015716,High,train
L001587,2024-08-01,0,0.03427203,Low,train
L001588,2024-08-01,0,0.03727608,Monitor,train
L001589,2024-08-01,0,0.04868119,High,train
L001590,2024-08-01,0,0.03561354,Monitor,train
L001591,2024-08-01,0,0.0427048,Monitor,train
L001592,2024-08-01,0,0.05910186,High,train
L001593,2024-08-01,0,0.02648325,Low,train
L001594,2024-08-01,0,0.0399024,Monitor,train
L001595,2024-08-01,0,0.02467657,Low,train
L001596,2024-08-01,0,0.03094485,Low,train
L001597,2024-08-01,0,0.03251766,Low,train
L001598,2024-08-01,0,0.02955896,Low,train
L001599,2024-08-01,0,0.02701247,Low,train
L001600,2024-08-01,0,0.04598888,High,train
L001601,2024-08-01,0,0.05809359,High,train
L001602,2024-08-01,0,0.02967462,Low,train
L001603,2024-08-01,0,0.03759745,Monitor,train
L001604,2024-08-01,1,0.23912496,Critical,train
L001605,2024-08-01,0,0.03720594,Monitor,train
L001606,2024-08-01,0,0.04542148,Monitor,train
L001607,2024-08-01,0,0.02343166,Low,train
L001608,2024-08-01,0,0.04718155,High,train
L001609,2024-08-01,0,0.03137294,Low,train
L001610,2024-08-01,0,0.02220204,Low,train
L001611,2024-08-01,0,0.0381081,Monitor,train
L001612,2024-08-01,0,0.03124664,Low,train
L001613,2024-08-01,0,0.04068651,Monitor,train
L001614,2024-08-01,0,0.03020097,Low,train
L001615,2024-08-01,0,0.09661003,Critical,train
L001616,2024-08-01,0,0.02739373,Low,train
L001617,2024-08-01,0,0.02735832,Low,train
L001618,2024-08-01,0,0.03403551,Low,train
L001619,2024-08-01,0,0.0644122,High,train
L001620,2024-08-01,0,0.0297064,Low,train
L001621,2024-08-01,0,0.02410135,Low,train
L001622,2024-08-01,0,0.03502529,Monitor,train
L001623,2024-08-01,0,0.03833919,Monitor,train
L001624,2024-08-01,1,0.04768237,High,train
L001625,2024-08-01,0,0.02948179,Low,train
L001626,2024-08-01,0,0.03803512,Monitor,train
L001627,2024-08-01,0,0.04733708,High,train
L001628,2024-08-01,0,0.02953875,Low,train
L001629,2024-08-01,0,0.02787618,Low,train
L001630,2024-08-01,0,0.04299109,Monitor,train
L001631,2024-08-01,0,0.02328947,Low,train
L001632,2024-08-01,0,0.0287505,Low,train
L001633,2024-08-01,0,0.02839213,Low,train
L001634,2024-08-01,0,0.03642084,Monitor,train
L001635,2024-08-01,0,0.03174907,Low,train
L001636,2024-08-01,0,0.03379521,Low,train
L001637,2024-08-01,0,0.0427986,Monitor,train
L001638,2024-08-01,0,0.02353137,Low,train
L001639,2024-08-01,0,0.43207329,Critical,train
L001640,2024-08-01,0,0.0237859,Low,train
L001641,2024-08-01,0,0.06530063,High,train
L001642,2024-08-01,0,0.0321978,Low,train
L001643,2024-08-01,0,0.02925837,Low,train
L001644,2024-08-01,0,0.05165102,High,train
L001645,2024-08-01,0,0.03238738,Low,train
L001646,2024-08-01,0,0.03286272,Low,train
L001647,2024-08-01,0,0.03400227,Low,train
L001648,2024-08-01,0,0.02999163,Low,train
L001649,2024-08-01,0,0.0282094,Low,train
L001650,2024-08-01,0,0.04539773,Monitor,train
L001651,2024-08-01,0,0.06408774,High,train
L001652,2024-08-01,0,0.03046124,Low,train
L001653,2024-08-01,0,0.04156856,Monitor,train
L001654,2024-08-01,0,0.05259521,High,train
L001655,2024-08-01,0,0.02817223,Low,train
L001656,2024-08-01,0,0.03321767,Low,train
L001657,2024-08-01,0,0.05380328,High,train
L001658,2024-08-01,0,0.04190318,Monitor,train
L001659,2024-08-01,0,0.03221995,Low,train
L001660,2024-08-01,0,0.02867068,Low,train
L001661,2024-08-01,0,0.02833452,Low,train
L001662,2024-08-01,0,0.02882444,Low,train
L001663,2024-08-01,0,0.03570256,Monitor,train
L001664,2024-08-01,0,0.03636439,Monitor,train
L001665,2024-08-01,0,0.04020701,Monitor,train
L001666,2024-08-01,0,0.03447304,Low,train
L001667,2024-08-01,0,0.02533634,Low,train
L001668,2024-08-01,0,0.04482789,Monitor,train
L001669,2024-08-01,0,0.02816019,Low,train
L001670,2024-08-01,0,0.03907621,Monitor,train
L001671,2024-08-01,0,0.02865297,Low,train
L001672,2024-08-01,0,0.08207011,High,train
L001673,2024-08-01,0,0.05183883,High,train
L001674,2024-08-01,0,0.02372417,Low,train
L001675,2024-08-01,0,0.04001567,Monitor,train
L001676,2024-08-01,0,0.02577393,Low,train
L001677,2024-08-01,0,0.03847903,Monitor,train
L001678,2024-08-01,0,0.03094682,Low,train
L001679,2024-08-01,1,0.40636668,Critical,train
L001680,2024-08-01,0,0.03020236,Low,train
L001681,2024-08-01,0,0.03679901,Monitor,train
L001682,2024-08-01,0,0.24386449,Critical,train
L001683,2024-08-01,1,0.3126884,Critical,train
L001684,2024-08-01,0,0.03065514,Low,train
L001685,2024-08-01,0,0.04001596,Monitor,train
L001686,2024-08-01,0,0.03038399,Low,train
L001687,2024-08-01,0,0.04249262,Monitor,train
L001688,2024-08-01,0,0.03594991,Monitor,train
L001689,2024-08-01,1,0.04231876,Monitor,train
L001690,2024-08-01,0,0.02351377,Low,train
L001691,2024-08-01,0,0.03366922,Low,train
L001692,2024-08-01,0,0.03243477,Low,train
L001693,2024-08-01,0,0.04686913,High,train
L001694,2024-08-01,0,0.03395892,Low,train
L001695,2024-08-01,0,0.03971476,Monitor,train
L001696,2024-08-01,0,0.07928614,High,train
L001697,2024-08-01,0,0.03259691,Low,train
L001698,2024-08-01,0,0.03806118,Monitor,train
L001699,2024-08-01,0,0.04880673,High,train
L001700,2024-08-01,0,0.02729868,Low,train
L001701,2024-08-01,0,0.02760383,Low,train
L001702,2024-08-01,1,0.05306222,High,train
L001703,2024-08-01,0,0.02629423,Low,train
L001704,2024-08-01,0,0.02483563,Low,train
L001705,2024-08-01,0,0.0456055,Monitor,train
L001706,2024-08-01,0,0.03498641,Monitor,train
L001707,2024-08-01,0,0.03717112,Monitor,train
L001708,2024-08-01,0,0.03091957,Low,train
L001709,2024-08-01,0,0.03670729,Monitor,train
L001710,2024-08-01,0,0.04435211,Monitor,train
L001711,2024-08-01,0,0.0352236,Monitor,train
L001712,2024-08-01,0,0.03664559,Monitor,train
L001713,2024-08-01,0,0.03436518,Low,train
L001714,2024-08-01,0,0.04065907,Monitor,train
L001715,2024-08-01,0,0.02434995,Low,train
L001716,2024-08-01,0,0.02493195,Low,train
L001717,2024-08-01,0,0.04736801,High,train
L001718,2024-08-01,0,0.09591065,Critical,train
L001719,2024-08-01,0,0.06301393,High,train
L001720,2024-08-01,0,0.03423853,Low,train
L001721,2024-08-01,0,0.02796088,Low,train
L001722,2024-08-01,0,0.0292306,Low,train
L001723,2024-08-01,0,0.03809478,Monitor,train
L001724,2024-08-01,0,0.03364882,Low,train
L001725,2024-08-01,0,0.02636516,Low,train
L001726,2024-08-01,0,0.03030678,Low,train
L001727,2024-08-01,0,0.03431637,Low,train
L001728,2024-08-01,0,0.04426486,Monitor,train
L001729,2024-08-01,1,0.02305766,Low,train
L001730,2024-08-01,0,0.03929037,Monitor,train
L001731,2024-08-01,0,0.03820312,Monitor,train
L001732,2024-08-01,0,0.16462249,Critical,train
L001733,2024-08-01,0,0.02432291,Low,train
L001734,2024-08-01,0,0.02628341,Low,train
L001735,2024-08-01,1,0.04465332,Monitor,train
L001736,2024-08-01,0,0.0414049,Monitor,train
L001737,2024-08-01,0,0.0268448,Low,train
L001738,2024-08-01,0,0.02107788,Low,train
L001739,2024-08-01,0,0.02917345,Low,train
L001740,2024-08-01,0,0.04448281,Monitor,train
L001741,2024-08-01,0,0.03804734,Monitor,train
L001742,2024-08-01,0,0.04545683,Monitor,train
L001743,2024-08-01,0,0.0432951,Monitor,train
L001744,2024-08-01,0,0.05367862,High,train
L001745,2024-08-01,0,0.0839114,High,train
L001746,2024-08-01,0,0.03500356,Monitor,train
L001747,2024-08-01,0,0.02678388,Low,train
L001748,2024-08-01,0,0.03280025,Low,train
L001749,2024-08-01,0,0.03203329,Low,train
L001750,2024-08-01,0,0.05036112,High,train
L001751,2024-08-01,0,0.01837252,Low,train
L001752,2024-08-01,0,0.03886111,Monitor,train
L001753,2024-08-01,0,0.04609537,High,train
L001754,2024-08-01,0,0.02887324,Low,train
L001755,2024-08-01,1,0.0281572,Low,train
L001756,2024-08-01,0,0.02679906,Low,train
L001757,2024-08-01,0,0.03535815,Monitor,train
L001758,2024-08-01,0,0.03284038,Low,train
L001759,2024-08-01,0,0.03103993,Low,train
L001760,2024-08-01,0,0.04866132,High,train
L001761,2024-08-01,0,0.04363881,Monitor,train
L001762,2024-08-01,1,0.02833003,Low,train
L001763,2024-08-01,0,0.03753335,Monitor,train
L001764,2024-08-01,1,0.06339721,High,train
L001765,2024-08-01,0,0.03929314,Monitor,train
L001766,2024-08-01,0,0.35600008,Critical,train
L001767,2024-08-01,0,0.03615857,Monitor,train
L001768,2024-08-01,0,0.02906653,Low,train
L001769,2024-08-01,0,0.02970027,Low,train
L001770,2024-08-01,0,0.04147039,Monitor,train
L001771,2024-08-01,0,0.02795005,Low,train
L001772,2024-08-01,0,0.03416954,Low,train
L001773,2024-08-01,0,0.04361392,Monitor,train
L001774,2024-08-01,0,0.03399744,Low,train
L001775,2024-08-01,0,0.02654879,Low,train
L001776,2024-08-01,0,0.0287933,Low,train
L001777,2024-08-01,0,0.03610717,Monitor,train
L001778,2024-08-01,0,0.0421367,Monitor,train
L001779,2024-08-01,0,0.30055058,Critical,train
L001780,2024-08-01,0,0.03174542,Low,train
L001781,2024-08-01,0,0.05373821,High,train
L001782,2024-08-01,0,0.02797642,Low,train
L001783,2024-08-01,0,0.02360666,Low,train
L001784,2024-08-01,0,0.03165629,Low,train
L001785,2024-08-01,0,0.0376214,Monitor,train
L001786,2024-08-01,0,0.05036965,High,train
L001787,2024-08-01,0,0.02302365,Low,train
L001788,2024-08-01,0,0.03485029,Monitor,train
L001789,2024-08-01,0,0.02608997,Low,train
L001790,2024-08-01,0,0.03541487,Monitor,train
L001791,2024-08-01,0,0.03026348,Low,train
L001792,2024-08-01,0,0.04816101,High,train
L001793,2024-08-01,1,0.02867185,Low,train
L001794,2024-08-01,0,0.0206226,Low,train
L001795,2024-08-01,0,0.0284197,Low,train
L001796,2024-08-01,0,0.03041273,Low,train
L001797,2024-08-01,0,0.02165744,Low,train
L001798,2024-08-01,0,0.05193066,High,train
L001799,2024-08-01,0,0.02406023,Low,train
L001800,2024-08-01,0,0.03265768,Low,train
L001801,2024-08-01,0,0.03205163,Low,train
L001802,2024-08-01,0,0.08054845,High,train
L001803,2024-08-01,0,0.04771877,High,train
L001804,2024-08-01,0,0.03723209,Monitor,train
L001805,2024-08-01,0,0.02850347,Low,train
L001806,2024-08-01,1,0.03419803,Low,train
L001807,2024-08-01,0,0.03964937,Monitor,train
L001808,2024-08-01,0,0.0269799,Low,train
L001809,2024-08-01,0,0.02154702,Low,train
L001810,2024-08-01,0,0.02832617,Low,train
L001811,2024-08-01,0,0.03866831,Monitor,train
L001812,2024-08-01,0,0.04197651,Monitor,train
L001813,2024-08-01,0,0.04063471,Monitor,train
L001814,2024-08-01,0,0.0304573,Low,train
L001815,2024-08-01,0,0.0328479,Low,train
L001816,2024-08-01,0,0.04262234,Monitor,train
L001817,2024-08-01,0,0.03045007,Low,train
L001818,2024-08-01,0,0.03781243,Monitor,train
L001819,2024-08-01,0,0.03304763,Low,train
L001820,2024-08-01,0,0.03709535,Monitor,train
L001821,2024-08-01,0,0.03001813,Low,train
L001822,2024-08-01,0,0.0317745,Low,train
L001823,2024-08-01,0,0.04577099,High,train
